Remembering	Which of the following is the chemical symbol for sodium?
Remembering	Which protocol is used to send email from a client to a server?
Remembering	True or false: The Treaty of Paris of 1898 ended the Spanish-American War.
Remembering	Which part of the flower produces pollen?
Remembering	What is the formula for simple interest?
Remembering	Which of these is the largest planet in the solar system?
Remembering	Which term refers to a named storage location in a program?
Remembering	True or false: A byte is made up of eight bits.
Remembering	Who wrote Noli Me Tangere?
Remembering	Which of the following is one of the layers of the OSI model?
Understanding	Which of the following best describes the purpose of an index in a database?
Understanding	Which concept is best illustrated by ice melting on a hot day?
Understanding	What does it mean when a market is in equilibrium?
Understanding	Which statement about the water cycle is correct?
Understanding	Which situation shows the use of a conditional statement in daily life?
Understanding	True or false: A compiler and an interpreter mean the same thing.
Understanding	Which of the following best explains why the moon appears to change shape?
Understanding	Which sentence uses personification?
Understanding	Which of the following best summarizes the main idea of the passage on climate change?
Understanding	Which example shows an inference rather than an observation?
Applying	A store sells 3 notebooks for 105 pesos. How much do 7 notebooks cost?
Applying	A librarian needs a way of finding books quickly by their call numbers. Which of the following should be applied?
Applying	A programmer is debugging a program and has just reproduced the error. What should she do next?
Applying	True or false: If a rectangle is 8 cm long and 5 cm wide, then its perimeter is 26 cm.
Applying	A clinic wants to send reminders to patients a day before their appointments. Which feature would work best for this task?
Applying	Using the formula P = f / t, what is the probability of drawing a red card from a standard deck?
Applying	True or false: In a sealed jar, if the temperature rises, we can expect the pressure of the gas to rise.
Applying	Which SQL statement correctly returns the students whose grade is above 90?
Applying	A farmer has 240 seedlings to plant in 12 equal rows. How many seedlings go in each row?
Applying	A student must convert 45 degrees Celsius to Fahrenheit. What is the result?
Analyzing	Which of the following does not belong with the others: Python, Java, HTML, C++?
Analyzing	Using P = V * I, what happens to the power if the current is halved and the voltage stays the same?
Analyzing	Which of the following best explains the difference between a compiler and an interpreter?
Analyzing	According to the lesson, which of the following is the most likely cause of the fish kill in the river?
Analyzing	True or false: The main difference between mitosis and meiosis is that mitosis produces four cells.
Analyzing	Which statement best describes the relationship between altitude and air temperature shown in the graph?
Analyzing	Situation: The website loads slowly only during lunch time. Based on the lesson, which of the following is the most likely cause?
Analyzing	Which assumption underlies the advertisement's claim that the product is the best?
Analyzing	Which step in the student's solution contains the error?
Analyzing	How is the author's use of flashbacks related to the theme of the story?
Evaluating	A barangay must choose a way to warn residents about floods. Which is the best choice, and why?
Evaluating	A classmate says that a bat is a bird because it can fly. Which statement best evaluates this claim?
Evaluating	Which of the following would be the most effective way to reduce absences in the class?
Evaluating	A student claims that a faster computer is always a better choice than a cheaper one. Which statement best evaluates this claim?
Evaluating	Given that the radius is 2 m, a classmate says the area of the circle is 6.28 square meters. Which statement best evaluates this answer?
Evaluating	True or false: To protect a network from viruses, an antivirus program is the best choice, because it is used to detect and remove malware.
Evaluating	Which argument most strongly supports planting mangroves along the coast?
Evaluating	Which of the two research designs is more appropriate for the study, and why?
Evaluating	Situation: The school must store student records. One teacher suggests paper files and another suggests a database. Which suggestion is better, and why?
Evaluating	Which of the following critiques of the survey is the most valid?
Creating	Which plan would you propose to reduce food waste in the school canteen?
Creating	Which hypothesis would you propose to test whether exercise affects sleep quality?
Creating	Which investigation would you design to test whether fertilizer increases corn yield?
Creating	Which formula would you derive from V = I * R to solve for the current?
Creating	Which sequence of steps would you design for a new enrollment procedure?
Creating	Situation: A small store needs to track its stock and also record daily sales. You are asked to put together a plan. Which plan would you propose?
Creating	Which new app feature would you design to help students manage their deadlines?
Creating	Which title would you create for a documentary about typhoon preparedness?
Creating	Which combination of materials would you use to build a low-cost water filter?
Creating	Which original ending would you write for the story that keeps the theme of forgiveness?
