Remembering	What is the chemical symbol for iron?
Remembering	Which HTTP status code means the requested page was not found?
Remembering	The author of "Florante at Laura" is ____.
Remembering	Which of the following is a prime number?
Remembering	What does RAM stand for?
Remembering	True or false: A byte is made up of 16 bits.
Remembering	Name the layer of the Earth that lies just below the crust.
Remembering	List the three primary colors of pigment.
Remembering	Which keyword is used to declare a constant in JavaScript?
Remembering	What year did the Philippines gain independence from the United States?
Remembering	Which organelle contains the genetic material of a cell?
Remembering	The symbol ∩ represents the ____ of two sets.
Remembering	Who invented the World Wide Web?
Remembering	Give the SI unit of power.
Remembering	Which of the following is a relational operator in C?
Remembering	Sino ang sumulat ng "Mi Último Adiós"?
Remembering	Ano ang tawag sa pangungusap na nagsasaad ng damdamin?
Understanding	Explain why a leap year has 366 days.
Understanding	Which of the following best explains why metals are good conductors of heat?
Understanding	Describe what happens to water molecules when water boils.
Understanding	Why do programmers use functions instead of repeating code?
Understanding	What does the term "bandwidth" mean in networking?
Understanding	Summarize the causes of the Second World War in three sentences.
Understanding	In your own words, explain what a tautology is.
Understanding	Why is the sky dark at night even though there are many stars?
Understanding	Which statement best describes the role of the judiciary?
Understanding	Explain the difference between a virus and ransomware.
Understanding	Give an example of a one-to-one function and explain why it is one-to-one.
Understanding	What is meant by the phrase "garbage in, garbage out"?
Understanding	Interpret the meaning of the proverb "Actions speak louder than words."
Understanding	Why does the moon appear to change shape during the month?
Understanding	Ipaliwanag kung bakit mahalaga ang paghuhugas ng kamay.
Understanding	Bakit tinatawag na "lungs of the Earth" ang mga kagubatan?
Applying	How many diagonals does an octagon have?
Applying	Evaluate 5! / (3! × 2!).
Applying	A car travels 240 km in 4 hours. What is its average speed?
Applying	Convert 101101 in binary to decimal.
Applying	Write a SQL query that lists all employees hired in 2024.
Applying	Find the area of a triangle with a base of 10 cm and a height of 6 cm.
Applying	If P(A) = 0.35, what is the probability that A does not occur?
Applying	Write a Python loop that prints the even numbers from 2 to 20.
Applying	Solve for y: 4y − 7 = 25.
Applying	What is 15% of 3,200 pesos?
Applying	Using De Morgan's law, rewrite NOT(p OR q).
Applying	A class has 18 boys and 12 girls. In how many ways can a leader and an assistant be chosen?
Applying	What is the network address of 192.168.4.77/24?
Applying	Kalkulahin ang lawak ng parihaba na may habang 12 m at lapad na 5 m.
Applying	Ilang paraan maaaring pumili ng 2 kinatawan mula sa 7 mag-aaral?
Applying	Use the formula d = r × t to find the distance traveled at 60 km/h for 3 hours.
Applying	Compute the median of 14, 9, 22, 17 and 11.
Analyzing	What is the output of print(3 * "ab")?
Analyzing	The website shows correct data to admins but not to regular users. Which part of the system should be examined first?
Analyzing	Which of the following arguments is an example of circular reasoning?
Analyzing	A student's average dropped even though most scores rose. What could explain this?
Analyzing	Compare the leadership of Aguinaldo and Bonifacio during the revolution.
Analyzing	Differentiate between a compiler error and a logic error using the given program.
Analyzing	What does the pattern in the given sales data suggest about customer behavior?
Analyzing	Which line of the given code causes the loop to run forever?
Analyzing	Examine the survey table and identify which group had the lowest satisfaction and why.
Analyzing	Determine whether the relation {(1,2),(2,3),(1,3)} is transitive and explain how you checked.
Analyzing	In the experiment, which variable is the independent variable and which is the dependent variable?
Analyzing	Why does the given query return duplicate rows?
Analyzing	Break down the argument into its premises and conclusion.
Analyzing	Suriin ang tula at tukuyin kung paano ipinakita ng makata ang pagmamahal sa bayan.
Analyzing	Ihambing ang sistema ng edukasyon noong panahon ng Kastila at Amerikano.
Analyzing	Given the scatter plot, what is the relationship between hours of sleep and test scores?
Evaluating	Is it better to store student records in the cloud or on a local server? Justify your answer.
Evaluating	Which of the three proposed logos best represents the school's values? Defend your choice.
Evaluating	Do you agree that homework should be banned in elementary school? Support your position.
Evaluating	Judge whether the given proof is valid and explain your decision.
Evaluating	Assess the reliability of the website used as a source in the essay.
Evaluating	Should the barangay prioritize road repair or a new health center? Justify your recommendation.
Evaluating	Rank the three sorting algorithms for a list of 10 items and justify your ranking.
Evaluating	Evaluate the effectiveness of the city's anti-littering campaign using the data provided.
Evaluating	Critique the given database design and state whether it should be approved.
Evaluating	Is the author's conclusion supported by enough evidence? Explain your judgment.
Evaluating	Pangatwiranan kung dapat bang ipagbawal ang plastik sa palengke.
Evaluating	Makatwiran ba ang pagtataas ng pamasahe sa jeep? Ipaliwanag ang iyong paninindigan.
Evaluating	Which is the most cost-effective solution for the school's internet problem? Support your answer.
Evaluating	Would you recommend Python or Java as a first programming language? Defend your choice.
Evaluating	Decide whether the school should adopt a four-day class week, and justify your decision.
Evaluating	Weigh the benefits and risks of using social media for school announcements and give your verdict.
Creating	Design a mobile app that helps students find available study rooms.
Creating	Write an original short story about a student who invents a new gadget.
Creating	Create a lesson plan that teaches fractions using local foods.
Creating	Propose a new recycling program for the campus.
Creating	Develop a program that simulates a simple vending machine.
Creating	Compose a jingle that promotes proper hand washing.
Creating	Construct an original logic puzzle with its solution.
Creating	Formulate a hypothesis about the effect of music on concentration and design an experiment to test it.
Creating	Plan a fund-raising event for the class, including a budget.
Creating	Invent a board game that teaches the planets of the solar system.
Creating	Bumuo ng orihinal na tula tungkol sa pagmamahal sa kalikasan.
Creating	Magdisenyo ng poster tungkol sa pag-iwas sa dengue.
Creating	Draft a proposal for a solar-powered charging station in the school.
Creating	Generate a new set of rules for using the computer laboratory.
Creating	Design the database for an online ordering system of a local bakery.
Creating	Create an original example that shows the difference between a simile and a metaphor.
Creating	Outline a research study on the use of mobile phones in class.
