Remembering	Which gas do humans exhale as a waste product?
Remembering	What is the default file extension of a Word document?
Remembering	The longest bone in the human body is the ____.
Remembering	Who led the Philippine forces in the Battle of Tirad Pass?
Remembering	State the formula for the circumference of a circle.
Remembering	Which of the following is a NoSQL database?
Remembering	True or false: The Pacific Ocean is the largest ocean.
Remembering	Ano ang pambansang ibon ng Pilipinas?
Remembering	What does USB stand for?
Remembering	Enumerate the four seasons of temperate countries.
Understanding	Explain why the internet needs IP addresses.
Understanding	Which of the following best describes an operating system's role?
Understanding	Why do we need to cite sources in a research paper?
Understanding	Describe how a bill becomes a law in simple terms.
Understanding	Give an example of an irrational number and explain why it is irrational.
Understanding	What is meant by "sustainable development"?
Understanding	Ipaliwanag ang kahulugan ng bayanihan.
Understanding	Why does salt melt ice on roads?
Understanding	Explain the difference between weather and climate.
Understanding	Interpret what the red line in the graph represents.
Applying	A shirt costs 450 pesos with a 20% discount. What is the sale price?
Applying	How many 4-digit PINs can be made if digits can repeat?
Applying	Write a JavaScript function that returns the larger of two numbers.
Applying	Find the slope of the line through (2, 5) and (6, 13).
Applying	Convert 64 to binary.
Applying	If 3 coins are tossed, what is the probability of getting three heads?
Applying	Construct a truth table for p XOR q.
Applying	Lutasin ang x: 3x + 9 = 30.
Applying	Use the formula F = m × a to find the force on a 5 kg object accelerating at 2 m/s².
Applying	Compute the mean of 7, 9, 12, 15 and 17.
Analyzing	What will the following code print: x = [1, 2, 3]; x.pop(); print(len(x))?
Analyzing	Which of the following statements weakens the author's argument?
Analyzing	Why does the function return None for negative inputs?
Analyzing	Contrast the causes of the two world wars.
Analyzing	What can be inferred about the character from her actions in the last chapter?
Analyzing	Identify the flaw in the argument "All birds fly; penguins are birds; so penguins fly."
Analyzing	The app crashes only when the internet is slow. Which part of the code should be examined?
Analyzing	Suriin ang datos at tukuyin ang pinakamalaking pagbabago.
Analyzing	Differentiate the two network designs based on fault tolerance.
Analyzing	Given the truth table, determine whether the argument is valid.
Evaluating	Is a tablet or a laptop better for a first-year IT student? Justify your answer.
Evaluating	Which of the three proposed schedules is the fairest? Defend your choice.
Evaluating	Do you agree that uniforms improve discipline? Support your stand.
Evaluating	Assess whether the research sample is large enough to support the conclusion.
Evaluating	Recommend the best backup method for a small clinic and justify it.
Evaluating	Critique the given argument and decide whether it is convincing.
Evaluating	Pangatwiranan kung dapat bang gawing libre ang internet sa paaralan.
Evaluating	Should the city build more roads or improve public transport? Justify your answer.
Evaluating	Judge the accuracy of the news article using at least two other sources.
Evaluating	Evaluate whether the chosen algorithm is efficient enough for 1 million records.
Creating	Design a website for your town's tourist spots.
Creating	Write an original poem about the rainy season in the Philippines.
Creating	Create an app concept that helps farmers sell their produce online.
Creating	Propose a school policy on the responsible use of AI tools.
Creating	Develop a program that converts grades to letter equivalents.
Creating	Magdisenyo ng isang laro na nagtuturo ng kasaysayan ng Pilipinas.
Creating	Compose a short speech for the graduation ceremony.
Creating	Construct an original word problem about sets and solve it.
Creating	Plan a science fair project about water purification.
Creating	Invent a device that helps people with visual impairment cross the street.
