Remembering	Which of the following is a markup language used for web pages?
Remembering	The process of converting source code into machine code is known as ____.
Remembering	What is the term for the number of elements in a set?
Remembering	Which organ of the body produces insulin?
Remembering	What is the standard unit of measure of frequency?
Remembering	Who is the author of the poem "Sa Aking Mga Kabata"?
Remembering	State the associative property of multiplication.
Remembering	Which keyword is used to exit a loop immediately in Python?
Remembering	Ano ang tawag sa proseso ng paghahati ng isang network sa mas maliliit na bahagi?
Remembering	Sino ang namuno sa Labanan sa Tirad Pass?
Understanding	Which of the following best explains why caching improves web performance?
Understanding	Why is a password hashed rather than simply encoded?
Understanding	What is meant by the "digital divide"?
Understanding	Which statement best summarizes the author's view on urbanization?
Understanding	Describe in simple terms how a vaccine trains the immune system.
Understanding	Explain the difference between a function's domain and range.
Understanding	What does it mean for a graph to be connected?
Understanding	Why do leaves change color in some countries during autumn?
Understanding	Ipaliwanag kung paano gumagana ang email mula sa nagpadala hanggang sa tatanggap.
Understanding	Bakit mahalaga ang pagkakaroon ng saligang batas sa isang bansa?
Applying	A jeepney fare is 13 pesos for the first 4 km and 1.80 pesos for each additional km. How much is the fare for 10 km?
Applying	If 4 students are chosen from 12 to form a committee, how many committees are possible?
Applying	What is 3/8 expressed as a percentage?
Applying	A network has the address 10.1.1.0/27. What is its broadcast address?
Applying	What is the probability of getting an even number or a 5 on one roll of a die?
Applying	Write a SQL query that shows the total sales for each month.
Applying	Simplify the expression (A + B)(A + C) using Boolean laws.
Applying	Find the derivative of f(x) = 3x^2 + 2x.
Applying	Ilang posibleng password na may 3 digit ang maaaring mabuo kung pinapayagan ang pag-uulit?
Applying	Kalkulahin ang kabuuang halaga ng 5 kuwaderno na 28 piso bawat isa.
Analyzing	What will be printed by: s = "abc"; print(s[1:] + s[0])?
Analyzing	A website loads correctly on Wi-Fi but not on mobile data. Which of the following is the most probable cause?
Analyzing	Which of the following premises, if false, would make the argument unsound?
Analyzing	In the given table, which column depends on a non-key column, violating 3NF?
Analyzing	The results show that students who slept more scored higher. What alternative explanation could account for this?
Analyzing	Two functions return the same result but one is much slower. What difference in their structure causes this?
Analyzing	Which sentence in the paragraph is inconsistent with the rest?
Analyzing	What can be inferred about the narrator's feelings from the last stanza?
Analyzing	Suriin ang code at tukuyin kung bakit hindi lumalabas ang huling elemento ng listahan.
Analyzing	Ihambing ang dalawang disenyo ng database batay sa pag-uulit ng datos.
Evaluating	Which of the two proposed schedules is fairer to both teachers and students? Explain your choice.
Evaluating	Is a linked list a sensible choice for storing student records that are frequently searched by ID? Justify.
Evaluating	Do you think the conclusion of the article is supported by its evidence? Defend your answer.
Evaluating	Rank the three proposed laptops for a programming student and justify your ranking.
Evaluating	Which method of presenting the data would be most effective for parents? Support your answer.
Evaluating	Should the barangay invest in solar streetlights instead of conventional ones? Weigh the costs and benefits.
Evaluating	Judge the accuracy of the classmate's claim that all prime numbers are odd.
Evaluating	Assess the effectiveness of the school's current recycling program using the given data.
Evaluating	Makatwiran ba ang pagbabawal ng cellphone sa loob ng silid-aralan? Ipaliwanag ang iyong paninindigan.
Evaluating	Alin sa dalawang plano ang mas mainam para sa proyekto ng klase? Pangatwiranan.
Creating	Design a notification feature for the school portal that reminds students of unpaid fees.
Creating	Compose an original haiku about the rainy season.
Creating	Create a sequence of steps for a robot to sort colored blocks, and write it as pseudocode.
Creating	Propose a new layout for the computer laboratory that improves airflow and supervision.
Creating	Develop a quiz game that asks random questions about Philippine history.
Creating	Write a new version of the story told from the villain's point of view.
Creating	Formulate a set of house rules for a boarding house and justify each.
Creating	Construct an original counterexample to the statement "every continuous function is differentiable."
Creating	Magdisenyo ng mobile app na tutulong sa mga mangingisda na malaman ang lagay ng panahon.
Creating	Bumuo ng orihinal na dula-dulaan tungkol sa kahalagahan ng pagboto.
